name,year,Hit,Flop,HitPercentage
Ashutosh Rana,2008-01-01,0,0,0.0
Ravi Kishan,2008-01-01,0,1,0.0
Nafisa Ali,2008-01-01,0,0,0.0
Arunoday Singh,2008-01-01,0,0,0.0
Omkar Das Manikpuri,2008-01-01,0,0,0.0
Himanshu Malik,2008-01-01,0,0,0.0
Mimoh Chakraborty,2008-01-01,0,1,0.0
Nushrat Bharucha,2008-01-01,0,0,0.0
Sarika,2008-01-01,0,1,0.0
Hema Malini,2008-01-01,0,0,0.0
Krishna Bhatt,2008-01-01,0,0,0.0
Dino Morea,2008-01-01,0,4,0.0
Tanushree Dutta,2008-01-01,0,0,0.0
Zakir Hussain,2008-01-01,0,0,0.0
Asif Basra,2008-01-01,0,0,0.0
Sachin Khedekar,2008-01-01,0,0,0.0
Celina Jaitly,2008-01-01,0,0,0.0
Raima Sen,2008-01-01,0,1,0.0
Gul Panag,2008-01-01,0,0,0.0
Rakesh Bedi,2008-01-01,0,1,0.0
Rati Agnihotri,2008-01-01,0,4,0.0
Ali Fazal,2008-01-01,0,0,0.0
Aarti Chhabria,2008-01-01,0,0,0.0
Satish Kaushik,2008-01-01,0,0,0.0
Seema Biswas,2008-01-01,0,1,0.0
Sanjay Suri,2008-01-01,0,1,0.0
Arun Bakshi,2008-01-01,0,2,0.0
Arya Babbar,2008-01-01,0,0,0.0
Namrata Shirodkar,2008-01-01,0,0,0.0
Dipannita Sharma,2008-01-01,0,0,0.0
Manu Rishi Chadha,2008-01-01,0,0,0.0
Sharad S. Kapoor,2008-01-01,0,0,0.0
Farida Jalal,2008-01-01,0,0,0.0
Mugdha Godse,2008-01-01,0,1,0.0
Riya Sen,2008-01-01,0,1,0.0
Bhoomika Chawla,2008-01-01,0,0,0.0
Tulip Joshi,2008-01-01,0,1,0.0
Vijay Raaz,2008-01-01,0,1,0.0
Hrishitaa Bhatt,2008-01-01,0,1,0.0
Dinesh Hingoo,2008-01-01,0,0,0.0
Sadashiv Amrapurkar,2008-01-01,0,3,0.0
Mohnish Bahl,2008-01-01,0,0,0.0
Farooq Shaikh,2008-01-01,0,1,0.0
Vikram Gokhale,2008-01-01,0,0,0.0
Govind Namdeo,2008-01-01,0,0,0.0
Kurush Deboo,2008-01-01,0,1,0.0
Sahil Khan,2008-01-01,0,0,0.0
Yash Tonk,2008-01-01,0,0,0.0
Ishrat Ali,2008-01-01,0,0,0.0
Milind Gunaji,2008-01-01,0,0,0.0
Sudesh Berry,2008-01-01,0,0,0.0
Rajit Kapoor,2008-01-01,0,0,0.0
Nassar Abdulla,2008-01-01,0,2,0.0
Snehal Dabi,2008-01-01,0,1,0.0
Sandali Sinha,2008-01-01,0,0,0.0
Kader Khan,2008-01-01,0,0,0.0
Rajeev Khandelwal,2008-01-01,0,1,0.0
Anupama Verma,2008-01-01,0,0,0.0
Anang Desai,2008-01-01,0,0,0.0
Himesh Reshammiya,2008-01-01,0,1,0.0
Bharati Achrekar,2008-01-01,0,2,0.0
Ashish Vidyarthi,2008-01-01,0,1,0.0
Purab Kohli,2008-01-01,0,1,0.0
Ila Arun,2008-01-01,0,1,0.0
Ram Kapoor,2008-01-01,0,0,0.0
Manoj Joshi,2008-01-01,0,0,0.0
Preeti Jhangiani,2008-01-01,0,0,0.0
Jacky Bhagnani,2008-01-01,0,0,0.0
Anuj Sawhney,2008-01-01,0,0,0.0
Neha Sharma,2008-01-01,0,0,0.0
Neena Gupta,2008-01-01,0,0,0.0
Gajendra Chouhan,2008-01-01,0,0,0.0
Perizaad Zorabian,2008-01-01,0,0,0.0
Aryan Vaid,2008-01-01,0,0,0.0
Prateik,2008-01-01,0,0,0.0
Sayaji Shinde,2008-01-01,0,0,0.0
Anita Hassandani,2008-01-01,0,0,0.0
Pooja Batra,2008-01-01,0,0,0.0
Vatsal Seth,2008-01-01,0,1,0.0
Suman Ranganathan,2008-01-01,0,1,0.0
Javed Jaffrey,2008-01-01,0,2,0.0
Mukesh Bhatt,2008-01-01,0,0,0.0
Arjan Bajwa,2008-01-01,0,1,0.0
Kabir Bedi,2008-01-01,0,0,0.0
Mukul Dev,2008-01-01,0,0,0.0
Shawar Ali,2008-01-01,0,0,0.0
Ayesha Jhulka,2008-01-01,0,0,0.0
Rajesh Khanna,2008-01-01,0,1,0.0
Birbal,2008-01-01,0,0,0.0
Sayali Bhagat,2008-01-01,0,1,0.0
Kiran Kumar,2008-01-01,0,0,0.0
Chunky Pandey,2008-01-01,0,0,0.0
Mandira Bedi,2008-01-01,0,1,0.0
Makrand Deshpande,2008-01-01,0,0,0.0
Aditya Srivastava,2008-01-01,0,0,0.0
Nauheed Cyrusi,2008-01-01,0,1,0.0
Abhay Bhargav,2008-01-01,0,0,0.0
Prashant Narayanan,2008-01-01,0,0,0.0
Puru Rajkumar,2008-01-01,0,0,0.0
Rohini Hattangadi,2008-01-01,0,0,0.0
Mukesh Ahuja,2008-01-01,0,0,0.0
Nagesh Bhonsle,2008-01-01,0,0,0.0
Shweta Bhardwaj,2008-01-01,0,0,0.0
Vikas Anand,2008-01-01,0,2,0.0
Akhilendra Mishra,2008-01-01,0,1,0.0
Rituparna Sengupta,2008-01-01,0,0,0.0
Hazel Croney,2008-01-01,0,0,0.0
Harman Baweja,2008-01-01,0,1,0.0
Sudha Chandran,2008-01-01,0,2,0.0
Shabana Azmi,2008-01-01,0,1,0.0
Benjamin Gilani,2008-01-01,0,0,0.0
Dev Anand,2008-01-01,0,0,0.0
Tanvi Azmi,2008-01-01,0,0,0.0
Adi Irani,2008-01-01,0,0,0.0
Achint Kaur,2008-01-01,0,0,0.0
Yuvika Chaudhry,2008-01-01,0,0,0.0
Pankaj Berry,2008-01-01,0,0,0.0
Varun Dhawan,2008-01-01,0,0,0.0
Nargis Fakhri,2008-01-01,0,0,0.0
Aamir Khan,2009-01-01,1,0,1.0
Shah Rukh Khan,2009-01-01,0,1,0.0
Salman Khan,2009-01-01,1,2,0.3333333333333333
Katrina Kaif,2009-01-01,2,1,0.6666666666666666
Deepika Padukone,2009-01-01,0,2,0.0
Hrithik Roshan,2009-01-01,0,0,0.0
Priyanka Chopra,2009-01-01,0,2,0.0
Kareena Kapoor,2009-01-01,1,2,0.3333333333333333
Ranbir Kapoor,2009-01-01,2,1,0.6666666666666666
Kajol,2009-01-01,0,0,0.0
John Abraham,2009-01-01,1,0,1.0
Amitabh Bachchan,2009-01-01,1,1,0.5
Sonakshi Sinha,2009-01-01,0,0,0.0
Alia Bhatt,2009-01-01,0,0,0.0
Ajay Devgn,2009-01-01,0,2,0.0
Asin,2009-01-01,0,0,0.0
Farhan Akhtar,2009-01-01,0,1,0.0
Arjun Kapoor,2009-01-01,0,0,0.0
Akshay Kumar,2009-01-01,0,4,0.0
Anushka Sharma,2009-01-01,0,0,0.0
Vidya Balan,2009-01-01,1,0,1.0
Aishwarya Rai Bachchan,2009-01-01,0,0,0.0
Ranveer Singh,2009-01-01,0,0,0.0
Vir Das,2009-01-01,0,0,0.0
Shahid Kapoor,2009-01-01,0,2,0.0
Saif Ali Khan,2009-01-01,0,2,0.0
Anil Kapoor,2009-01-01,0,0,0.0
Prakash Raj,2009-01-01,0,0,0.0
Sonam Kapoor,2009-01-01,0,1,0.0
Sanjay Kapoor,2009-01-01,0,0,0.0
Jacqueline Fernandez,2009-01-01,0,0,0.0
Abhishek Bachchan,2009-01-01,1,1,0.5
Imran Khan,2009-01-01,0,1,0.0
Rekha,2009-01-01,0,0,0.0
Tabu,2009-01-01,0,0,0.0
Madhavan,2009-01-01,1,2,0.3333333333333333
Sanjay Dutt,2009-01-01,0,3,0.0
Parineeti Chopra,2009-01-01,0,0,0.0
Madhuri Dixit,2009-01-01,0,0,0.0
Preity Zinta,2009-01-01,0,0,0.0
Govinda,2009-01-01,0,2,0.0
Emraan Hashmi,2009-01-01,1,1,0.5
Bipasha Basu,2009-01-01,0,2,0.0
Uday Chopra,2009-01-01,0,0,0.0
Aditya Roy Kapoor,2009-01-01,0,0,0.0
Ritesh Deshmukh,2009-01-01,0,1,0.0
Rishi Kapoor,2009-01-01,0,3,0.0
Kangana Ranaut,2009-01-01,1,1,0.5
Dia Mirza,2009-01-01,0,1,0.0
Amrish Puri,2009-01-01,0,0,0.0
Amrita Rao,2009-01-01,0,0,0.0
Lara Dutta,2009-01-01,0,3,0.0
Om Puri,2009-01-01,0,4,0.0
Kiron Kher,2009-01-01,0,0,0.0
Mallika Sherawat,2009-01-01,0,0,0.0
Sonu Sood,2009-01-01,0,1,0.0
Nana Patekar,2009-01-01,0,0,0.0
Vinod Khanna,2009-01-01,1,1,0.5
Kalki Koechlin,2009-01-01,0,1,0.0
Rani Mukerji,2009-01-01,0,1,0.0
Rajkummar Rao,2009-01-01,0,0,0.0
Tusshar Kapoor,2009-01-01,0,0,0.0
Arjun Rampal,2009-01-01,0,1,0.0
Paresh Rawal,2009-01-01,1,1,0.5
Supriya Pathak,2009-01-01,1,0,1.0
Nawazuddin Siddiqui,2009-01-01,0,0,0.0
Naseeruddin Shah,2009-01-01,0,1,0.0
Randeep Hooda,2009-01-01,0,2,0.0
Jaya Bhaduri,2009-01-01,0,0,0.0
Karisma Kapoor,2009-01-01,0,0,0.0
Sharman Joshi,2009-01-01,1,0,1.0
Boman Irani,2009-01-01,0,1,0.0
Satish Shah,2009-01-01,0,0,0.0
Arshad Warsi,2009-01-01,0,1,0.0
Raj Babbar,2009-01-01,0,0,0.0
Shilpa Shetty,2009-01-01,0,0,0.0
Vivek Oberoi,2009-01-01,0,1,0.0
Anupam Kher,2009-01-01,1,2,0.3333333333333333
Sameera Reddy,2009-01-01,0,1,0.0
Sunny Deol,2009-01-01,0,1,0.0
Shraddha Kapoor,2009-01-01,0,0,0.0
Akshaye Khanna,2009-01-01,0,0,0.0
Manish Chaudhary,2009-01-01,0,0,0.0
Sunil Shetty,2009-01-01,0,2,0.0
Sohail Khan,2009-01-01,0,3,0.0
Esha Deol,2009-01-01,0,0,0.0
Pavan Malhotra,2009-01-01,0,0,0.0
Sonali Kulkarni,2009-01-01,0,1,0.0
Rimi Sen,2009-01-01,0,1,0.0
Sushmita Sen,2009-01-01,0,1,0.0
Gracy Singh,2009-01-01,0,2,0.0
Kunal Khemu,2009-01-01,0,2,0.0
Juhi Chawla,2009-01-01,0,0,0.0
Vinay Pathak,2009-01-01,0,1,0.0
Dharmendra,2009-01-01,0,0,0.0
Mohammed Zeeshan Ayyub,2009-01-01,0,0,0.0
Ranvir Shorey,2009-01-01,0,1,0.0
Genelia D'Souza,2009-01-01,0,0,0.0
Isha Koppikar,2009-01-01,0,0,0.0
Soha Ali Khan,2009-01-01,0,2,0.0
Johnny Lever,2009-01-01,0,0,0.0
Ayesha Takia,2009-01-01,1,1,0.5
Tia Bajpai,2009-01-01,0,0,0.0
Nasser,2009-01-01,0,1,0.0
Saurabh Shukla,2009-01-01,0,0,0.0
Konkona Sen Sharma,2009-01-01,1,2,0.3333333333333333
Ameesha Patel,2009-01-01,0,0,0.0
Zayed Khan,2009-01-01,0,1,0.0
Neha Dhupia,2009-01-01,0,0,0.0
Irrfan Khan,2009-01-01,1,1,0.5
Revathy,2009-01-01,0,0,0.0
Girish Karnad,2009-01-01,0,1,0.0
Fardeen Khan,2009-01-01,0,2,0.0
Mahesh Manjrekar,2009-01-01,1,0,1.0
Shakti Kapoor,2009-01-01,0,0,0.0
Shiney Ahuja,2009-01-01,0,0,0.0
Lillete Dubey,2009-01-01,0,0,0.0
Shreyas Talpade,2009-01-01,0,2,0.0
Minissha Lamba,2009-01-01,0,0,0.0
Jimmy Shergill,2009-01-01,0,1,0.0
Manisha Koirala,2009-01-01,0,0,0.0
Atul Kulkarni,2009-01-01,0,0,0.0
Amrita Arora,2009-01-01,0,1,0.0
Neil Nitin Mukesh,2009-01-01,1,2,0.3333333333333333
Rajat Kapoor,2009-01-01,0,2,0.0
Aftab Shivdasani,2009-01-01,0,3,0.0
Ashmit Patel,2009-01-01,0,1,0.0
Dimple Kapadia,2009-01-01,0,1,0.0
Urmila Matondkar,2009-01-01,0,0,0.0
Danny Denzongpa,2009-01-01,0,0,0.0
Ahsaas Channa,2009-01-01,0,0,0.0
Prem Chopra,2009-01-01,0,2,0.0
Sushant Singh,2009-01-01,0,1,0.0
Rahul Dev,2009-01-01,0,0,0.0
Kay Kay Menon,2009-01-01,0,3,0.0
Darshan Jariwala,2009-01-01,1,0,1.0
Antara Mali,2009-01-01,0,0,0.0
Jackie Shroff,2009-01-01,0,2,0.0
Vrajesh Hirjee,2009-01-01,0,1,0.0
Vicky Ahuja,2009-01-01,1,0,1.0
Sandhya Mridul,2009-01-01,0,0,0.0
Arbaaz Khan,2009-01-01,0,4,0.0
Prachi Desai,2009-01-01,0,0,0.0
Ali Zafar,2009-01-01,0,0,0.0
Udita Goswami,2009-01-01,0,2,0.0
Rana Jung Bahadur,2009-01-01,0,1,0.0
Abhay Deol,2009-01-01,0,1,0.0
Neetu Chandra,2009-01-01,0,1,0.0
Sanjay Mishra,2009-01-01,0,1,0.0
Priyanshu Chatterjee,2009-01-01,0,0,0.0
Raveena Tandon,2009-01-01,0,0,0.0
Alok Nath,2009-01-01,0,0,0.0
Mahie Gill,2009-01-01,0,1,0.0
Sharat Saxena,2009-01-01,0,1,0.0
Mithun Chakraborty,2009-01-01,0,4,0.0
Bobby Deol,2009-01-01,0,2,0.0
Tinnu Anand,2009-01-01,0,0,0.0
Manjari Phadnis,2009-01-01,0,0,0.0
Kunal Kapoor,2009-01-01,0,0,0.0
Ayub Khan,2009-01-01,0,0,0.0
Kashmira Shah,2009-01-01,0,0,0.0
Deepak Dobriyal,2009-01-01,0,1,0.0
Rajpal Yadav,2009-01-01,0,0,0.0
Divya Dutta,2009-01-01,0,2,0.0
Rajat Bedi,2009-01-01,0,0,0.0
Rahul Bose,2009-01-01,0,0,0.0
Parvin Dabas,2009-01-01,0,0,0.0
Asrani,2009-01-01,0,1,0.0
Raghuvir Yadav,2009-01-01,0,1,0.0
Avtar Gill,2009-01-01,0,0,0.0
Aashish Chaudhary,2009-01-01,0,4,0.0
Laxmikant Berde,2009-01-01,0,0,0.0
Nandita Das,2009-01-01,0,0,0.0
Mukesh Tiwari,2009-01-01,0,0,0.0
Mahima Chaudhry,2009-01-01,0,0,0.0
Shahana Goswami,2009-01-01,0,1,0.0
Tara Sharma,2009-01-01,0,1,0.0
Smita Jaykar,2009-01-01,1,0,1.0
Gulshan Grover,2009-01-01,0,0,0.0
Vidya Malvade,2009-01-01,0,0,0.0
Yashpal Sharma,2009-01-01,0,0,0.0
Manoj Bajpayee,2009-01-01,0,3,0.0
Ashutosh Rana,2009-01-01,0,0,0.0
Ravi Kishan,2009-01-01,0,1,0.0
Nafisa Ali,2009-01-01,0,0,0.0
Arunoday Singh,2009-01-01,0,0,0.0
Omkar Das Manikpuri,2009-01-01,0,0,0.0
Himanshu Malik,2009-01-01,0,0,0.0
Mimoh Chakraborty,2009-01-01,0,0,0.0
Nushrat Bharucha,2009-01-01,0,1,0.0
Sarika,2009-01-01,0,0,0.0
Hema Malini,2009-01-01,0,0,0.0
Krishna Bhatt,2009-01-01,0,0,0.0
Dino Morea,2009-01-01,0,0,0.0
Tanushree Dutta,2009-01-01,0,0,0.0
Zakir Hussain,2009-01-01,0,1,0.0
Asif Basra,2009-01-01,0,1,0.0
Sachin Khedekar,2009-01-01,0,1,0.0
Celina Jaitly,2009-01-01,0,0,0.0
Raima Sen,2009-01-01,0,1,0.0
Gul Panag,2009-01-01,0,2,0.0
Rakesh Bedi,2009-01-01,0,2,0.0
Rati Agnihotri,2009-01-01,0,1,0.0
Ali Fazal,2009-01-01,0,0,0.0
Aarti Chhabria,2009-01-01,0,1,0.0
Satish Kaushik,2009-01-01,0,0,0.0
Seema Biswas,2009-01-01,0,2,0.0
Sanjay Suri,2009-01-01,0,2,0.0
Arun Bakshi,2009-01-01,0,0,0.0
Arya Babbar,2009-01-01,0,1,0.0
Namrata Shirodkar,2009-01-01,0,0,0.0
Dipannita Sharma,2009-01-01,0,0,0.0
Manu Rishi Chadha,2009-01-01,0,0,0.0
Sharad S. Kapoor,2009-01-01,0,0,0.0
Farida Jalal,2009-01-01,0,0,0.0
Mugdha Godse,2009-01-01,0,0,0.0
Riya Sen,2009-01-01,0,1,0.0
Bhoomika Chawla,2009-01-01,0,0,0.0
Tulip Joshi,2009-01-01,0,0,0.0
Vijay Raaz,2009-01-01,0,3,0.0
Hrishitaa Bhatt,2009-01-01,0,4,0.0
Dinesh Hingoo,2009-01-01,0,1,0.0
Sadashiv Amrapurkar,2009-01-01,0,0,0.0
Mohnish Bahl,2009-01-01,0,1,0.0
Farooq Shaikh,2009-01-01,0,0,0.0
Vikram Gokhale,2009-01-01,0,0,0.0
Govind Namdeo,2009-01-01,0,2,0.0
Kurush Deboo,2009-01-01,0,0,0.0
Sahil Khan,2009-01-01,0,0,0.0
Yash Tonk,2009-01-01,0,3,0.0
Ishrat Ali,2009-01-01,0,0,0.0
Milind Gunaji,2009-01-01,0,0,0.0
Sudesh Berry,2009-01-01,0,0,0.0
Rajit Kapoor,2009-01-01,0,2,0.0
Nassar Abdulla,2009-01-01,0,1,0.0
Snehal Dabi,2009-01-01,0,1,0.0
Sandali Sinha,2009-01-01,0,0,0.0
Kader Khan,2009-01-01,0,0,0.0
Rajeev Khandelwal,2009-01-01,0,0,0.0
Anupama Verma,2009-01-01,0,0,0.0
Anang Desai,2009-01-01,0,0,0.0
Himesh Reshammiya,2009-01-01,0,0,0.0
Bharati Achrekar,2009-01-01,0,1,0.0
Ashish Vidyarthi,2009-01-01,0,0,0.0
Purab Kohli,2009-01-01,0,0,0.0
Ila Arun,2009-01-01,0,0,0.0
Ram Kapoor,2009-01-01,0,0,0.0
Manoj Joshi,2009-01-01,0,1,0.0
Preeti Jhangiani,2009-01-01,0,0,0.0
Jacky Bhagnani,2009-01-01,0,1,0.0
Anuj Sawhney,2009-01-01,0,1,0.0
Neha Sharma,2009-01-01,0,0,0.0
Neena Gupta,2009-01-01,0,1,0.0
Gajendra Chouhan,2009-01-01,0,0,0.0
Perizaad Zorabian,2009-01-01,0,0,0.0
Aryan Vaid,2009-01-01,0,0,0.0
Prateik,2009-01-01,0,0,0.0
Sayaji Shinde,2009-01-01,0,0,0.0
Anita Hassandani,2009-01-01,0,1,0.0
Pooja Batra,2009-01-01,0,0,0.0
Vatsal Seth,2009-01-01,0,1,0.0
Suman Ranganathan,2009-01-01,0,0,0.0
Javed Jaffrey,2009-01-01,0,2,0.0
Mukesh Bhatt,2009-01-01,0,1,0.0
Arjan Bajwa,2009-01-01,0,0,0.0
Kabir Bedi,2009-01-01,0,0,0.0
Mukul Dev,2009-01-01,0,0,0.0
Shawar Ali,2009-01-01,0,0,0.0
Ayesha Jhulka,2009-01-01,0,0,0.0
Rajesh Khanna,2009-01-01,0,0,0.0
Birbal,2009-01-01,0,0,0.0
Sayali Bhagat,2009-01-01,0,0,0.0
Kiran Kumar,2009-01-01,0,0,0.0
Chunky Pandey,2009-01-01,0,1,0.0
Mandira Bedi,2009-01-01,0,0,0.0
Makrand Deshpande,2009-01-01,0,0,0.0
Aditya Srivastava,2009-01-01,0,0,0.0
Nauheed Cyrusi,2009-01-01,0,3,0.0
Abhay Bhargav,2009-01-01,0,0,0.0
Prashant Narayanan,2009-01-01,0,0,0.0
Puru Rajkumar,2009-01-01,0,0,0.0
Rohini Hattangadi,2009-01-01,0,0,0.0
Mukesh Ahuja,2009-01-01,0,0,0.0
Nagesh Bhonsle,2009-01-01,0,0,0.0
Shweta Bhardwaj,2009-01-01,0,0,0.0
Vikas Anand,2009-01-01,0,0,0.0
Akhilendra Mishra,2009-01-01,0,0,0.0
Rituparna Sengupta,2009-01-01,0,1,0.0
Hazel Croney,2009-01-01,0,0,0.0
Harman Baweja,2009-01-01,0,2,0.0
Sudha Chandran,2009-01-01,0,0,0.0
Shabana Azmi,2009-01-01,0,0,0.0
Benjamin Gilani,2009-01-01,0,0,0.0
Dev Anand,2009-01-01,0,0,0.0
Tanvi Azmi,2009-01-01,0,0,0.0
Adi Irani,2009-01-01,0,0,0.0
Achint Kaur,2009-01-01,0,1,0.0
Yuvika Chaudhry,2009-01-01,0,0,0.0
Pankaj Berry,2009-01-01,0,0,0.0
Varun Dhawan,2009-01-01,0,0,0.0
Nargis Fakhri,2009-01-01,0,0,0.0
Aamir Khan,2010-01-01,0,1,0.0
Shah Rukh Khan,2010-01-01,1,1,0.5
Salman Khan,2010-01-01,2,1,0.6666666666666666
Katrina Kaif,2010-01-01,1,0,1.0
Deepika Padukone,2010-01-01,1,4,0.2
Hrithik Roshan,2010-01-01,0,2,0.0
Priyanka Chopra,2010-01-01,0,3,0.0
Kareena Kapoor,2010-01-01,1,2,0.3333333333333333
Ranbir Kapoor,2010-01-01,1,1,0.5
Kajol,2010-01-01,1,1,0.5
John Abraham,2010-01-01,0,1,0.0
Amitabh Bachchan,2010-01-01,0,2,0.0
Sonakshi Sinha,2010-01-01,1,0,1.0
Alia Bhatt,2010-01-01,0,0,0.0
Ajay Devgn,2010-01-01,2,3,0.4
Asin,2010-01-01,0,0,0.0
Farhan Akhtar,2010-01-01,0,1,0.0
Arjun Kapoor,2010-01-01,0,0,0.0
Akshay Kumar,2010-01-01,2,3,0.4
Anushka Sharma,2010-01-01,1,1,0.5
Vidya Balan,2010-01-01,1,0,1.0
Aishwarya Rai Bachchan,2010-01-01,0,3,0.0
Ranveer Singh,2010-01-01,1,0,1.0
Vir Das,2010-01-01,0,1,0.0
Shahid Kapoor,2010-01-01,0,4,0.0
Saif Ali Khan,2010-01-01,0,0,0.0
Anil Kapoor,2010-01-01,0,1,0.0
Prakash Raj,2010-01-01,0,0,0.0
Sonam Kapoor,2010-01-01,1,1,0.5
Sanjay Kapoor,2010-01-01,0,0,0.0
Jacqueline Fernandez,2010-01-01,0,1,0.0
Abhishek Bachchan,2010-01-01,0,2,0.0
Imran Khan,2010-01-01,1,1,0.5
Rekha,2010-01-01,0,1,0.0
Tabu,2010-01-01,0,1,0.0
Madhavan,2010-01-01,0,1,0.0
Sanjay Dutt,2010-01-01,0,3,0.0
Parineeti Chopra,2010-01-01,0,0,0.0
Madhuri Dixit,2010-01-01,0,0,0.0
Preity Zinta,2010-01-01,0,0,0.0
Govinda,2010-01-01,0,1,0.0
Emraan Hashmi,2010-01-01,1,1,0.5
Bipasha Basu,2010-01-01,0,3,0.0
Uday Chopra,2010-01-01,0,1,0.0
Aditya Roy Kapoor,2010-01-01,0,1,0.0
Ritesh Deshmukh,2010-01-01,0,1,0.0
Rishi Kapoor,2010-01-01,0,1,0.0
Kangana Ranaut,2010-01-01,1,3,0.25
Dia Mirza,2010-01-01,0,1,0.0
Amrish Puri,2010-01-01,0,0,0.0
Amrita Rao,2010-01-01,0,0,0.0
Lara Dutta,2010-01-01,1,0,1.0
Om Puri,2010-01-01,0,4,0.0
Kiron Kher,2010-01-01,0,1,0.0
Mallika Sherawat,2010-01-01,0,1,0.0
Sonu Sood,2010-01-01,0,0,0.0
Nana Patekar,2010-01-01,1,2,0.3333333333333333
Vinod Khanna,2010-01-01,1,0,1.0
Kalki Koechlin,2010-01-01,0,0,0.0
Rani Mukerji,2010-01-01,0,0,0.0
Rajkummar Rao,2010-01-01,1,0,1.0
Tusshar Kapoor,2010-01-01,1,0,1.0
Arjun Rampal,2010-01-01,2,1,0.6666666666666666
Paresh Rawal,2010-01-01,0,4,0.0
Supriya Pathak,2010-01-01,0,1,0.0
Nawazuddin Siddiqui,2010-01-01,0,0,0.0
Naseeruddin Shah,2010-01-01,2,0,1.0
Randeep Hooda,2010-01-01,1,0,1.0
Jaya Bhaduri,2010-01-01,0,0,0.0
Karisma Kapoor,2010-01-01,0,0,0.0
Sharman Joshi,2010-01-01,0,1,0.0
Boman Irani,2010-01-01,0,2,0.0
Satish Shah,2010-01-01,0,1,0.0
Arshad Warsi,2010-01-01,1,1,0.5
Raj Babbar,2010-01-01,0,0,0.0
Shilpa Shetty,2010-01-01,0,0,0.0
Vivek Oberoi,2010-01-01,0,1,0.0
Anupam Kher,2010-01-01,0,1,0.0
Sameera Reddy,2010-01-01,0,0,0.0
Sunny Deol,2010-01-01,0,1,0.0
Shraddha Kapoor,2010-01-01,0,1,0.0
Akshaye Khanna,2010-01-01,0,1,0.0
Manish Chaudhary,2010-01-01,1,1,0.5
Sunil Shetty,2010-01-01,0,2,0.0
Sohail Khan,2010-01-01,0,1,0.0
Esha Deol,2010-01-01,0,0,0.0
Pavan Malhotra,2010-01-01,0,1,0.0
Sonali Kulkarni,2010-01-01,0,1,0.0
Rimi Sen,2010-01-01,0,0,0.0
Sushmita Sen,2010-01-01,0,1,0.0
Gracy Singh,2010-01-01,0,0,0.0
Kunal Khemu,2010-01-01,0,0,0.0
Juhi Chawla,2010-01-01,0,1,0.0
Vinay Pathak,2010-01-01,0,1,0.0
Dharmendra,2010-01-01,0,0,0.0
Mohammed Zeeshan Ayyub,2010-01-01,0,0,0.0
Ranvir Shorey,2010-01-01,0,1,0.0
Genelia D'Souza,2010-01-01,0,1,0.0
Isha Koppikar,2010-01-01,0,1,0.0
Soha Ali Khan,2010-01-01,0,0,0.0
Johnny Lever,2010-01-01,0,1,0.0
Ayesha Takia,2010-01-01,0,1,0.0
Tia Bajpai,2010-01-01,0,0,0.0
Nasser,2010-01-01,0,0,0.0
Saurabh Shukla,2010-01-01,0,0,0.0
Konkona Sen Sharma,2010-01-01,0,2,0.0
Ameesha Patel,2010-01-01,0,0,0.0
Zayed Khan,2010-01-01,0,0,0.0
Neha Dhupia,2010-01-01,0,1,0.0
Irrfan Khan,2010-01-01,0,2,0.0
Revathy,2010-01-01,0,0,0.0
Girish Karnad,2010-01-01,0,1,0.0
Fardeen Khan,2010-01-01,0,1,0.0
Mahesh Manjrekar,2010-01-01,0,1,0.0
Shakti Kapoor,2010-01-01,0,0,0.0
Shiney Ahuja,2010-01-01,0,0,0.0
Lillete Dubey,2010-01-01,0,2,0.0
Shreyas Talpade,2010-01-01,0,2,0.0
Minissha Lamba,2010-01-01,0,0,0.0
Jimmy Shergill,2010-01-01,0,1,0.0
Manisha Koirala,2010-01-01,0,0,0.0
Atul Kulkarni,2010-01-01,0,1,0.0
Amrita Arora,2010-01-01,0,0,0.0
Neil Nitin Mukesh,2010-01-01,0,1,0.0
Rajat Kapoor,2010-01-01,0,1,0.0
Aftab Shivdasani,2010-01-01,0,0,0.0
Ashmit Patel,2010-01-01,0,0,0.0
Dimple Kapadia,2010-01-01,1,1,0.5
Urmila Matondkar,2010-01-01,0,0,0.0
Danny Denzongpa,2010-01-01,0,0,0.0
Ahsaas Channa,2010-01-01,0,1,0.0
Prem Chopra,2010-01-01,0,0,0.0
Sushant Singh,2010-01-01,0,3,0.0
Rahul Dev,2010-01-01,0,0,0.0
Kay Kay Menon,2010-01-01,0,1,0.0
Darshan Jariwala,2010-01-01,0,0,0.0
Antara Mali,2010-01-01,0,0,0.0
Jackie Shroff,2010-01-01,0,2,0.0
Vrajesh Hirjee,2010-01-01,0,0,0.0
Vicky Ahuja,2010-01-01,0,0,0.0
Sandhya Mridul,2010-01-01,0,1,0.0
Arbaaz Khan,2010-01-01,0,1,0.0
Prachi Desai,2010-01-01,0,0,0.0
Ali Zafar,2010-01-01,0,1,0.0
Udita Goswami,2010-01-01,0,2,0.0
Rana Jung Bahadur,2010-01-01,0,0,0.0
Abhay Deol,2010-01-01,0,1,0.0
Neetu Chandra,2010-01-01,0,1,0.0
Sanjay Mishra,2010-01-01,0,2,0.0
Priyanshu Chatterjee,2010-01-01,0,0,0.0
Raveena Tandon,2010-01-01,0,0,0.0
Alok Nath,2010-01-01,0,1,0.0
Mahie Gill,2010-01-01,0,0,0.0
